action_1_amount,action_1_player,action_1_street,action_1_type,action_2_amount,action_2_player,action_2_street,action_2_type,action_3_amount,action_3_player,action_3_street,action_3_type,action_4_amount,action_4_player,action_4_street,action_4_type,action_5_amount,action_5_player,action_5_street,action_5_type,action_6_amount,action_6_player,action_6_street,action_6_type,action_7_amount,action_7_player,action_7_street,action_7_type,action_8_amount,action_8_player,action_8_street,action_8_type,action_9_amount,action_9_player,action_9_street,action_9_type,community_cards,current_street,final_pot,final_stack,game_number,hand_name,hand_value,hole_cards,initial_seats,initial_stack,player_name,pot,round_count,street,win_rate,won_hand
10,suacbngxdeawzjwooohkml,preflop,call,10,kqdtvrbniwdgrdnzifzqmu,preflop,call,0,suacbngxdeawzjwooohkml,flop,call,0,kqdtvrbniwdgrdnzifzqmu,flop,call,0,suacbngxdeawzjwooohkml,turn,call,0,kqdtvrbniwdgrdnzifzqmu,turn,call,0,suacbngxdeawzjwooohkml,river,call,0,kqdtvrbniwdgrdnzifzqmu,river,call,,,,,"S3,S2,D8,DA,H4",river,20,990,1,,,"CQ,H6","[{'name': 'Player1', 'uuid': 'kqdtvrbniwdgrdnzifzqmu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'suacbngxdeawzjwooohkml', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.24,0
10,cxefyqxkpcfsoeaabqnqnd,preflop,call,10,lozhckzfxwotkztpibqhax,preflop,call,0,cxefyqxkpcfsoeaabqnqnd,flop,call,0,lozhckzfxwotkztpibqhax,flop,call,0,cxefyqxkpcfsoeaabqnqnd,turn,call,0,lozhckzfxwotkztpibqhax,turn,call,0,cxefyqxkpcfsoeaabqnqnd,river,call,0,lozhckzfxwotkztpibqhax,river,call,,,,,"H6,S2,H3,DK,C7",river,20,1010,1,,,"S4,HQ","[{'name': 'Player1', 'uuid': 'lozhckzfxwotkztpibqhax', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cxefyqxkpcfsoeaabqnqnd', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.23,1
10,luwoakwjhqhxxzukzfrdll,preflop,call,10,dvcebigkljdbbtpasozflu,preflop,call,0,luwoakwjhqhxxzukzfrdll,flop,call,990,dvcebigkljdbbtpasozflu,flop,raise,990,luwoakwjhqhxxzukzfrdll,flop,call,,,,,,,,,,,,,,,,,"C6,S7,H3",river,2000,2000,1,,,"C7,HT","[{'name': 'Player1', 'uuid': 'dvcebigkljdbbtpasozflu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'luwoakwjhqhxxzukzfrdll', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.78,1
10,smqyvyjytzkvxrljuwgnoj,preflop,call,10,mnpqlowugqbgxvjcdredch,preflop,call,0,smqyvyjytzkvxrljuwgnoj,flop,call,990,mnpqlowugqbgxvjcdredch,flop,raise,990,smqyvyjytzkvxrljuwgnoj,flop,call,,,,,,,,,,,,,,,,,"C5,H7,H9",river,2000,2000,1,,,"H5,H6","[{'name': 'Player1', 'uuid': 'mnpqlowugqbgxvjcdredch', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'smqyvyjytzkvxrljuwgnoj', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.76,1
10,dkgdfsotesgbiusdynlrlo,preflop,call,10,atvwgbuyukxbyvfpubwsvd,preflop,call,0,dkgdfsotesgbiusdynlrlo,flop,call,0,atvwgbuyukxbyvfpubwsvd,flop,call,990,dkgdfsotesgbiusdynlrlo,turn,raise,990,atvwgbuyukxbyvfpubwsvd,turn,call,,,,,,,,,,,,,"H2,ST,HK,CQ",river,2000,0,1,,,"D6,D3","[{'name': 'Player1', 'uuid': 'atvwgbuyukxbyvfpubwsvd', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dkgdfsotesgbiusdynlrlo', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.11,0
10,vaakuyragjjeslanfxnxtd,preflop,call,10,bgsnnuaurvvfallczpajch,preflop,call,0,vaakuyragjjeslanfxnxtd,flop,call,0,bgsnnuaurvvfallczpajch,flop,call,0,vaakuyragjjeslanfxnxtd,turn,call,0,bgsnnuaurvvfallczpajch,turn,call,0,vaakuyragjjeslanfxnxtd,river,call,0,bgsnnuaurvvfallczpajch,river,call,,,,,"HQ,DK,C5,S9,D3",river,20,990,1,,,"C6,D5","[{'name': 'Player1', 'uuid': 'bgsnnuaurvvfallczpajch', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vaakuyragjjeslanfxnxtd', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.46,0
10,ouoilvgkksbrnfqnvsxpli,preflop,call,10,sqejevtjxvhrxwrrigdzpp,preflop,call,0,ouoilvgkksbrnfqnvsxpli,flop,call,0,sqejevtjxvhrxwrrigdzpp,flop,call,990,ouoilvgkksbrnfqnvsxpli,turn,raise,990,sqejevtjxvhrxwrrigdzpp,turn,call,,,,,,,,,,,,,"H3,HJ,SJ,HT",river,2000,0,1,,,"D8,C5","[{'name': 'Player1', 'uuid': 'sqejevtjxvhrxwrrigdzpp', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ouoilvgkksbrnfqnvsxpli', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.15,0
10,hpdqvurcdmfioedeizkrpu,preflop,call,10,yjbuqwejcfrfqraitcvjoy,preflop,call,0,hpdqvurcdmfioedeizkrpu,flop,call,0,yjbuqwejcfrfqraitcvjoy,flop,call,0,hpdqvurcdmfioedeizkrpu,turn,call,0,yjbuqwejcfrfqraitcvjoy,turn,call,0,hpdqvurcdmfioedeizkrpu,river,call,0,yjbuqwejcfrfqraitcvjoy,river,call,,,,,"C6,DT,HQ,DQ,C5",river,20,1010,1,,,"S8,D2","[{'name': 'Player1', 'uuid': 'yjbuqwejcfrfqraitcvjoy', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hpdqvurcdmfioedeizkrpu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.06,1
10,wwtghnbxicvldysjatlauy,preflop,call,10,vhunafwvhhglzwlxgdaarq,preflop,call,0,wwtghnbxicvldysjatlauy,flop,call,0,vhunafwvhhglzwlxgdaarq,flop,call,0,wwtghnbxicvldysjatlauy,turn,call,0,vhunafwvhhglzwlxgdaarq,turn,call,0,wwtghnbxicvldysjatlauy,river,call,0,vhunafwvhhglzwlxgdaarq,river,call,,,,,"C2,SJ,DA,HA,S5",river,20,1010,1,,,"DK,HT","[{'name': 'Player1', 'uuid': 'vhunafwvhhglzwlxgdaarq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'wwtghnbxicvldysjatlauy', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.56,1
10,vaalielwuqsbghilypkryb,preflop,call,10,tjvuauslxquykptooretmy,preflop,call,0,vaalielwuqsbghilypkryb,flop,call,990,tjvuauslxquykptooretmy,flop,raise,990,vaalielwuqsbghilypkryb,flop,call,,,,,,,,,,,,,,,,,"S3,DA,C7",river,2000,2000,1,,,"CA,H5","[{'name': 'Player1', 'uuid': 'tjvuauslxquykptooretmy', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vaalielwuqsbghilypkryb', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.87,1
1000,udwlprvyksnsnhqosmmfiz,preflop,raise,1000,xlnvexrhlxoumejozvtlwx,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,0,1,,,"CA,S5","[{'name': 'Player1', 'uuid': 'xlnvexrhlxoumejozvtlwx', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'udwlprvyksnsnhqosmmfiz', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,preflop,0.59,0
10,kevjltdiufsputgsktkixu,preflop,call,10,qkglpwtsesraziqbbkzzta,preflop,call,0,kevjltdiufsputgsktkixu,flop,call,0,qkglpwtsesraziqbbkzzta,flop,call,0,kevjltdiufsputgsktkixu,turn,call,0,qkglpwtsesraziqbbkzzta,turn,call,0,kevjltdiufsputgsktkixu,river,call,0,qkglpwtsesraziqbbkzzta,river,call,,,,,"H4,CQ,HJ,DQ,S7",river,20,1010,1,,,"C7,HT","[{'name': 'Player1', 'uuid': 'qkglpwtsesraziqbbkzzta', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'kevjltdiufsputgsktkixu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.66,1
10,bcyobaofhbesuijcrtnxud,preflop,call,10,ixfjjbpghoxfbysrtddmae,preflop,call,0,bcyobaofhbesuijcrtnxud,flop,call,0,ixfjjbpghoxfbysrtddmae,flop,call,0,bcyobaofhbesuijcrtnxud,turn,call,0,ixfjjbpghoxfbysrtddmae,turn,call,0,bcyobaofhbesuijcrtnxud,river,call,0,ixfjjbpghoxfbysrtddmae,river,call,,,,,"D2,S5,D8,H4,C7",river,20,1010,1,,,"D7,CT","[{'name': 'Player1', 'uuid': 'ixfjjbpghoxfbysrtddmae', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'bcyobaofhbesuijcrtnxud', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.53,1
10,vvixfpbnjxozqhoioddqjc,preflop,call,10,kexdhgbfufqydhmisxgmxy,preflop,call,0,vvixfpbnjxozqhoioddqjc,flop,call,990,kexdhgbfufqydhmisxgmxy,flop,raise,990,vvixfpbnjxozqhoioddqjc,flop,call,,,,,,,,,,,,,,,,,"S3,D5,D8",river,2000,2000,1,,,"C5,DA","[{'name': 'Player1', 'uuid': 'kexdhgbfufqydhmisxgmxy', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vvixfpbnjxozqhoioddqjc', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.73,1
10,bpdwrxhbxxidoascujbwfn,preflop,call,1000,ffyixpxddkosteufjwxotp,preflop,raise,1000,bpdwrxhbxxidoascujbwfn,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"CQ,HQ","[{'name': 'Player1', 'uuid': 'ffyixpxddkosteufjwxotp', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'bpdwrxhbxxidoascujbwfn', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,preflop,0.87,1
10,iejjhestssyroomnjeznpf,preflop,call,10,fhceibsgnbdmpiyjyhwhoo,preflop,call,0,iejjhestssyroomnjeznpf,flop,call,0,fhceibsgnbdmpiyjyhwhoo,flop,call,0,iejjhestssyroomnjeznpf,turn,call,0,fhceibsgnbdmpiyjyhwhoo,turn,call,0,iejjhestssyroomnjeznpf,river,call,0,fhceibsgnbdmpiyjyhwhoo,river,call,,,,,"DK,C2,D4,S6,ST",river,20,990,1,,,"CQ,C9","[{'name': 'Player1', 'uuid': 'fhceibsgnbdmpiyjyhwhoo', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'iejjhestssyroomnjeznpf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.25,0
10,ieqqbrtnjkonqatmtkzxgi,preflop,call,10,jgkdtcfmzlslucjbjjgdwu,preflop,call,0,ieqqbrtnjkonqatmtkzxgi,flop,call,0,jgkdtcfmzlslucjbjjgdwu,flop,call,0,ieqqbrtnjkonqatmtkzxgi,turn,call,0,jgkdtcfmzlslucjbjjgdwu,turn,call,0,ieqqbrtnjkonqatmtkzxgi,river,call,0,jgkdtcfmzlslucjbjjgdwu,river,call,,,,,"S5,DT,C5,H2,CT",river,20,1010,1,,,"CA,D2","[{'name': 'Player1', 'uuid': 'jgkdtcfmzlslucjbjjgdwu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ieqqbrtnjkonqatmtkzxgi', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.56,1
10,cxexwgmvefswtcmcmtyaxx,preflop,call,10,hlftovesjtwyeeghakbbwy,preflop,call,0,cxexwgmvefswtcmcmtyaxx,flop,call,0,hlftovesjtwyeeghakbbwy,flop,call,0,cxexwgmvefswtcmcmtyaxx,turn,call,0,hlftovesjtwyeeghakbbwy,turn,call,0,cxexwgmvefswtcmcmtyaxx,river,call,0,hlftovesjtwyeeghakbbwy,river,call,,,,,"C5,H5,HT,SJ,S7",river,20,990,1,,,"CK,CQ","[{'name': 'Player1', 'uuid': 'hlftovesjtwyeeghakbbwy', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cxexwgmvefswtcmcmtyaxx', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.37,0
10,vyepbiwykpvemdibiyxgax,preflop,call,10,jiugzmslnotvfqyytwqdjg,preflop,call,0,vyepbiwykpvemdibiyxgax,flop,call,0,jiugzmslnotvfqyytwqdjg,flop,call,0,vyepbiwykpvemdibiyxgax,turn,call,0,jiugzmslnotvfqyytwqdjg,turn,call,0,vyepbiwykpvemdibiyxgax,river,call,0,jiugzmslnotvfqyytwqdjg,river,call,,,,,"H3,CT,D2,C9,H9",river,20,1010,1,,,"CA,HK","[{'name': 'Player1', 'uuid': 'jiugzmslnotvfqyytwqdjg', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vyepbiwykpvemdibiyxgax', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.51,1
10,uihtqbxulpkrtvezvyacrq,preflop,call,10,ecdenwqvgnycwxoxtxkqqf,preflop,call,0,uihtqbxulpkrtvezvyacrq,flop,call,0,ecdenwqvgnycwxoxtxkqqf,flop,call,0,uihtqbxulpkrtvezvyacrq,turn,call,0,ecdenwqvgnycwxoxtxkqqf,turn,call,0,uihtqbxulpkrtvezvyacrq,river,call,0,ecdenwqvgnycwxoxtxkqqf,river,call,,,,,"D8,D2,DQ,C6,CQ",river,20,990,1,,,"C4,S7","[{'name': 'Player1', 'uuid': 'ecdenwqvgnycwxoxtxkqqf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'uihtqbxulpkrtvezvyacrq', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.03,0
10,xhwfokhifshwbnbbeonjkd,preflop,call,10,fxliqtmcnfsvojxmocjhzh,preflop,call,0,xhwfokhifshwbnbbeonjkd,flop,call,0,fxliqtmcnfsvojxmocjhzh,flop,call,990,xhwfokhifshwbnbbeonjkd,turn,raise,990,fxliqtmcnfsvojxmocjhzh,turn,call,,,,,,,,,,,,,"S5,H3,DK,CK",river,2000,0,1,,,"H2,DT","[{'name': 'Player1', 'uuid': 'fxliqtmcnfsvojxmocjhzh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xhwfokhifshwbnbbeonjkd', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.24,0
10,qxtztzpwvcespgrxpnmjio,preflop,call,10,fnjiyxfahysjivutjdaukz,preflop,call,990,qxtztzpwvcespgrxpnmjio,flop,raise,990,fnjiyxfahysjivutjdaukz,flop,call,,,,,,,,,,,,,,,,,,,,,"HJ,C4,D2",river,2000,0,1,,,"H3,DT","[{'name': 'Player1', 'uuid': 'fnjiyxfahysjivutjdaukz', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'qxtztzpwvcespgrxpnmjio', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.3,0
10,rbswbrlythrovucmrxyutu,preflop,call,10,wzgtusyqormkettkeenfmc,preflop,call,0,rbswbrlythrovucmrxyutu,flop,call,0,wzgtusyqormkettkeenfmc,flop,call,0,rbswbrlythrovucmrxyutu,turn,call,0,wzgtusyqormkettkeenfmc,turn,call,0,rbswbrlythrovucmrxyutu,river,call,990,wzgtusyqormkettkeenfmc,river,raise,990,rbswbrlythrovucmrxyutu,river,call,"SK,CQ,ST,D2,H4",river,2000,2000,1,,,"C4,DT","[{'name': 'Player1', 'uuid': 'wzgtusyqormkettkeenfmc', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'rbswbrlythrovucmrxyutu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.87,1
10,xxmzjadaaxsbmcbvcdcved,preflop,call,10,iieagttxwcwspsvuszosxn,preflop,call,0,xxmzjadaaxsbmcbvcdcved,flop,call,0,iieagttxwcwspsvuszosxn,flop,call,0,xxmzjadaaxsbmcbvcdcved,turn,call,0,iieagttxwcwspsvuszosxn,turn,call,990,xxmzjadaaxsbmcbvcdcved,river,raise,990,iieagttxwcwspsvuszosxn,river,call,,,,,"S3,S5,C9,DK,H9",river,2000,0,1,,,"D2,DA","[{'name': 'Player1', 'uuid': 'iieagttxwcwspsvuszosxn', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xxmzjadaaxsbmcbvcdcved', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.38,0
10,akbeigjlmghzwfpzdxstyg,preflop,call,10,jnnrdottcbxklqtmzhdsdl,preflop,call,0,akbeigjlmghzwfpzdxstyg,flop,call,990,jnnrdottcbxklqtmzhdsdl,flop,raise,990,akbeigjlmghzwfpzdxstyg,flop,call,,,,,,,,,,,,,,,,,"CK,S7,HA",river,2000,2000,1,,,"DT,DA","[{'name': 'Player1', 'uuid': 'jnnrdottcbxklqtmzhdsdl', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'akbeigjlmghzwfpzdxstyg', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.93,1
10,iqaenspmqhvyjmmwdhsjes,preflop,call,10,djdfpfzenwnizoenchgjfh,preflop,call,0,iqaenspmqhvyjmmwdhsjes,flop,call,0,djdfpfzenwnizoenchgjfh,flop,call,0,iqaenspmqhvyjmmwdhsjes,turn,call,0,djdfpfzenwnizoenchgjfh,turn,call,0,iqaenspmqhvyjmmwdhsjes,river,call,0,djdfpfzenwnizoenchgjfh,river,call,,,,,"DA,S5,DJ,HJ,D3",river,20,1010,1,,,"C9,C5","[{'name': 'Player1', 'uuid': 'djdfpfzenwnizoenchgjfh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'iqaenspmqhvyjmmwdhsjes', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.66,1
10,chlozplvhwaegmhnycbzlv,preflop,call,10,tfprochzadhryebyqpuaxp,preflop,call,990,chlozplvhwaegmhnycbzlv,flop,raise,990,tfprochzadhryebyqpuaxp,flop,call,,,,,,,,,,,,,,,,,,,,,"DA,H5,ST",river,2000,0,1,,,"DJ,HQ","[{'name': 'Player1', 'uuid': 'tfprochzadhryebyqpuaxp', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'chlozplvhwaegmhnycbzlv', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.54,0
1000,tyyeoadermpuvkcokxeaxi,preflop,raise,1000,kdugjfndkcjzjwqfuxunse,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,0,1,,,"C2,SQ","[{'name': 'Player1', 'uuid': 'kdugjfndkcjzjwqfuxunse', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'tyyeoadermpuvkcokxeaxi', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,preflop,0.48,0
10,ikvdmpaafsbrnbwmpjmfvo,preflop,call,10,ueimtkkvinypejitqnldep,preflop,call,990,ikvdmpaafsbrnbwmpjmfvo,flop,raise,-1,ueimtkkvinypejitqnldep,flop,raise,,,,,,,,,,,,,,,,,,,,,"CJ,SQ,D2",flop,1010,990,1,,,"HQ,CK","[{'name': 'Player1', 'uuid': 'ueimtkkvinypejitqnldep', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ikvdmpaafsbrnbwmpjmfvo', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.82,0
10,cntftdlaktuvngntuawmfh,preflop,call,10,ulbmlynqocppmdcaywozuy,preflop,call,0,cntftdlaktuvngntuawmfh,flop,call,0,ulbmlynqocppmdcaywozuy,flop,call,0,cntftdlaktuvngntuawmfh,turn,call,0,ulbmlynqocppmdcaywozuy,turn,call,0,cntftdlaktuvngntuawmfh,river,call,0,ulbmlynqocppmdcaywozuy,river,call,,,,,"D8,DJ,D3,H6,HA",river,20,1000,1,,,"C3,D5","[{'name': 'Player1', 'uuid': 'ulbmlynqocppmdcaywozuy', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'cntftdlaktuvngntuawmfh', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.47,1
10,jyberttwanzucbnbjcevww,preflop,call,10,ndxscnnhlejoqhnnnngwbk,preflop,call,0,jyberttwanzucbnbjcevww,flop,call,990,ndxscnnhlejoqhnnnngwbk,flop,raise,990,jyberttwanzucbnbjcevww,flop,call,,,,,,,,,,,,,,,,,"SQ,HT,D9",river,2000,2000,1,,,"H9,HJ","[{'name': 'Player1', 'uuid': 'ndxscnnhlejoqhnnnngwbk', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jyberttwanzucbnbjcevww', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.75,1
10,wpoetfvfnztkvhxkvfosje,preflop,call,1000,ripmqbrcwusdaemvgnurae,preflop,raise,1000,wpoetfvfnztkvhxkvfosje,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"HQ,CQ","[{'name': 'Player1', 'uuid': 'ripmqbrcwusdaemvgnurae', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'wpoetfvfnztkvhxkvfosje', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,preflop,0.83,1
10,jwbmskcqynsbvndrvvobjr,preflop,call,10,jcgnzdsdvcryphllrxhjet,preflop,call,990,jwbmskcqynsbvndrvvobjr,flop,raise,-1,jcgnzdsdvcryphllrxhjet,flop,raise,,,,,,,,,,,,,,,,,,,,,"S4,DJ,HT",flop,1010,990,1,,,"DA,CJ","[{'name': 'Player1', 'uuid': 'jcgnzdsdvcryphllrxhjet', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jwbmskcqynsbvndrvvobjr', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.82,0
10,atkhcyazrwbrwrhgntwfjm,preflop,call,10,ugyouikumynpqapjahnhwj,preflop,call,0,atkhcyazrwbrwrhgntwfjm,flop,call,0,ugyouikumynpqapjahnhwj,flop,call,0,atkhcyazrwbrwrhgntwfjm,turn,call,0,ugyouikumynpqapjahnhwj,turn,call,0,atkhcyazrwbrwrhgntwfjm,river,call,0,ugyouikumynpqapjahnhwj,river,call,,,,,"S3,DA,SQ,HA,S4",river,20,1000,1,,,"D6,D7","[{'name': 'Player1', 'uuid': 'ugyouikumynpqapjahnhwj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'atkhcyazrwbrwrhgntwfjm', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.07,1
10,gqerklmuhdhxnkvfswekgp,preflop,call,10,zvmhuvfbelawhstmuqpumu,preflop,call,0,gqerklmuhdhxnkvfswekgp,flop,call,0,zvmhuvfbelawhstmuqpumu,flop,call,0,gqerklmuhdhxnkvfswekgp,turn,call,0,zvmhuvfbelawhstmuqpumu,turn,call,0,gqerklmuhdhxnkvfswekgp,river,call,990,zvmhuvfbelawhstmuqpumu,river,raise,990,gqerklmuhdhxnkvfswekgp,river,call,"SQ,HT,C6,C4,D9",river,2000,2000,1,,,"S8,HJ","[{'name': 'Player1', 'uuid': 'zvmhuvfbelawhstmuqpumu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'gqerklmuhdhxnkvfswekgp', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.98,1
10,xbrjxentftemywdpqcsvks,preflop,call,10,htqozurhfyepgnyehavtgm,preflop,call,0,xbrjxentftemywdpqcsvks,flop,call,0,htqozurhfyepgnyehavtgm,flop,call,0,xbrjxentftemywdpqcsvks,turn,call,0,htqozurhfyepgnyehavtgm,turn,call,0,xbrjxentftemywdpqcsvks,river,call,0,htqozurhfyepgnyehavtgm,river,call,,,,,"H7,D8,ST,H4,S9",river,20,990,1,,,"CK,H5","[{'name': 'Player1', 'uuid': 'htqozurhfyepgnyehavtgm', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xbrjxentftemywdpqcsvks', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.12,0
10,qqkisdpwrxlwzerinazxfk,preflop,call,10,iweiesqlvtyxukghdahbkq,preflop,call,0,qqkisdpwrxlwzerinazxfk,flop,call,0,iweiesqlvtyxukghdahbkq,flop,call,0,qqkisdpwrxlwzerinazxfk,turn,call,0,iweiesqlvtyxukghdahbkq,turn,call,0,qqkisdpwrxlwzerinazxfk,river,call,990,iweiesqlvtyxukghdahbkq,river,raise,990,qqkisdpwrxlwzerinazxfk,river,call,"DT,H9,H3,S4,C3",river,2000,2000,1,,,"D2,S3","[{'name': 'Player1', 'uuid': 'iweiesqlvtyxukghdahbkq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'qqkisdpwrxlwzerinazxfk', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.94,1
10,dlkzlszlczcdqiegootknh,preflop,call,10,vnqcnrojbapemnsqrjaydf,preflop,call,0,dlkzlszlczcdqiegootknh,flop,call,0,vnqcnrojbapemnsqrjaydf,flop,call,990,dlkzlszlczcdqiegootknh,turn,raise,990,vnqcnrojbapemnsqrjaydf,turn,call,,,,,,,,,,,,,"C5,CK,C9,CT",river,2000,0,1,,,"D5,S3","[{'name': 'Player1', 'uuid': 'vnqcnrojbapemnsqrjaydf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dlkzlszlczcdqiegootknh', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.3,0
10,nvaltrrkniaxironobgwcu,preflop,call,10,ydmlqhqxkywauunoozvwen,preflop,call,0,nvaltrrkniaxironobgwcu,flop,call,0,ydmlqhqxkywauunoozvwen,flop,call,0,nvaltrrkniaxironobgwcu,turn,call,0,ydmlqhqxkywauunoozvwen,turn,call,0,nvaltrrkniaxironobgwcu,river,call,990,ydmlqhqxkywauunoozvwen,river,raise,990,nvaltrrkniaxironobgwcu,river,call,"S8,S5,C2,S4,D3",river,2000,2000,1,,,"DQ,S6","[{'name': 'Player1', 'uuid': 'ydmlqhqxkywauunoozvwen', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'nvaltrrkniaxironobgwcu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.94,1
10,sdiprxjojsofkabubimbmb,preflop,call,10,wgtllknviyepcohtsiibjg,preflop,call,0,sdiprxjojsofkabubimbmb,flop,call,0,wgtllknviyepcohtsiibjg,flop,call,0,sdiprxjojsofkabubimbmb,turn,call,0,wgtllknviyepcohtsiibjg,turn,call,0,sdiprxjojsofkabubimbmb,river,call,0,wgtllknviyepcohtsiibjg,river,call,,,,,"C7,HA,D7,S7,SK",river,20,1010,1,,,"SJ,H2","[{'name': 'Player1', 'uuid': 'wgtllknviyepcohtsiibjg', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'sdiprxjojsofkabubimbmb', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.56,1
